page_id	wikidata_id	num_inlinks	num_proj_inlinks	num_views
12536810	Q4583739	155	137	343
43726417	Q18159173	17	10	131
38330112	Q12110321	102	82	1894
52069599	Q28448365	150	140	6969
35641769	Q3643703	15	12	455
24235848	Q5524055	99	85	588
38721339	Q13578246	186	155	728
20473174	Q4577699	134	121	503
7717292	Q7248321	368	187	2123
40648692	Q14950817	193	175	2956
11391448	Q4577312	211	201	1534
48336346	Q21191056	68	49	191
47664048	Q21066255	67	41	183
42511647	Q16731618	70	64	231
48416582	Q22096933	181	164	4642
44473808	Q18702217	107	96	1743
10646701	Q2909260	140	128	417
21087036	Q4574659	166	156	302
1028889	Q6460625	141	124	1674
5828449	Q6846255	262	208	1135
23890510	Q16067977	6	2	126
17323746	Q4576554	168	154	838
14404292	Q4956949	155	109	838
21064400	Q4575122	173	155	614
15123292	Q2787391	191	170	207
25423937	Q4704607	47	14	315
10918196	Q4588683	137	126	574
2245386	Q1758625	274	201	6404
24089560	Q4001221	85	27	578
8780723	Q2659015	199	175	335
7152305	Q2777562	227	199	3880
15765358	Q2429394	187	172	354
46714063	Q19957850	46	26	161
30878765	Q4932452	3	1	79
5613027	Q4572374	427	252	1185
47543840	Q20985272	38	33	165
23871662	Q5441156	4	3	120
37802317	Q6592415	87	0	1298
40512611	Q15997755	1	0	93
27738029	Q6214922	9	4	270
49485593	Q23017201	1	0	134
8712761	Q4602630	228	200	865
20872677	Q4613553	176	162	1219
40462938	Q14951002	3	1	124
26547495	Q7443572	153	115	888
43768888	Q16905685	97	76	644
34235362	Q4625852	189	175	1770
9300444	Q4585399	227	201	521
25751728	Q4617056	183	167	1744
760201	Q950311	972	882	3885
2637967	Q3934215	121	98	619
21050584	Q4614450	260	227	3981
15765353	Q2427882	181	169	233
1405662	Q6846444	218	209	576
14609752	Q4594087	198	186	605
7303229	Q5999304	78	73	365
2657614	Q526874	273	221	20159
10529390	Q6788909	20	2	222
43312305	Q17508873	95	3	325
44511742	Q18619062	4	2	932
11364413	Q4597893	115	111	839
14908721	Q4597516	164	154	862
44459125	Q18589050	16	10	156
11283348	Q4584410	160	148	1035
26565584	Q5179606	319	286	1952
764618	Q726211	778	664	9969
11367959	Q4651570	33	0	401
3495504	Q3714932	678	378	6206
51232157	Q26212494	34	22	174
2529847	Q549008	740	716	1551
17778417	Q2881069	112	106	264
7096827	Q6758482	61	46	389
18589208	Q2789064	136	126	310
437210	Q3516981	44	5	5611
22262535	Q7703268	42	32	2325
5834657	Q4565237	317	210	555
17643228	Q16950241	131	117	578
43760608	Q18001557	9	4	89
44403844	Q18619618	12	8	178
2367327	Q534345	1458	1369	3870
43676681	Q17627771	36	21	218
44471821	Q18749089	6	2	130
44700773	Q18630757	22	11	144
43726878	Q17859774	5	2	221
3769406	Q6274194	143	125	803
3989068	Q7972151	186	170	538
2658758	Q264598	171	157	1786
51445302	Q26923357	2	1	159
9838573	Q4661826	65	49	557
21321417	Q2655752	145	137	206
43736688	Q18157967	21	18	207
21473852	Q2277772	41	37	177
47725124	Q6384598	25	21	271
1586003	Q4590025	297	250	3730
36475888	Q5046967	19	0	188
751354	Q362360	791	729	3571
44430518	Q18645837	40	25	171
46477609	Q19865166	0	0	51
1584526	Q617175	275	242	3682
51860966	Q27107120	87	74	514
10958255	Q4760356	23	18	321
15597028	Q4610645	180	166	1109
22901173	Q6119931	11	8	235
2487165	Q773697	280	253	638
28008167	Q14950121	6	4	157
8257022	Q4585195	324	272	1055
3610130	Q5106983	115	54	584
53470681	Q28939738	81	75	593
48338036	Q21262087	5	1	196
20898602	Q4614607	234	207	1410
16023821	Q4589561	145	133	803
1405712	Q5210374	191	171	1167
24598370	Q5331770	17	3	151
449874	Q952676	1000	851	19568
25331969	Q4601138	27	22	125
190024	Q1374361	900	800	18253
15991313	Q2879535	134	116	373
11366592	Q1994198	402	257	1288
33691872	Q6163664	8	1	194
11389879	Q4592841	124	120	772
2395529	Q2611428	1236	1155	2848
27169	Q337758	5832	4042	46317
43691534	Q18148208	137	0	413
1312776	Q5720812	173	157	1120
35415635	Q4973850	249	228	1196
26143380	Q4934223	28	4	165
2195132	Q4017861	262	242	594
38671274	Q16732312	37	34	271
34254263	Q4626692	214	196	4148
42514306	Q16731205	8	1	183
19478656	Q4577231	279	242	699
13345436	Q6490478	11	0	273
44350169	Q18619019	508	338	23873
48455143	Q15820671	45	43	163
46356101	Q19877211	1	0	98
11173623	Q2426592	149	135	256
44380893	Q19880714	174	164	1270
43518235	Q17496493	8	3	672
29083699	Q14950900	14	4	306
13671512	Q5877224	157	144	721
21277016	Q2662499	157	147	288
7721038	Q6184426	26	21	428
7441314	Q4592733	273	249	698
27090320	Q3481974	126	105	686
46590568	Q19873821	92	72	1310
34910002	Q4864046	8	6	150
10672508	Q17015550	170	160	980
1595710	Q4583451	292	247	2095
5145826	Q5195199	18	16	400
48433617	Q21598061	46	40	200
26070282	Q6231937	11	4	148
46574021	Q19865964	11	9	149
50187021	Q23887443	6	4	212
3367235	Q14027	425	325	1896285
15124966	Q2655654	169	155	281
2604805	Q1752984	805	749	1663
8635482	Q4565240	80	76	232
15038796	Q5334826	31	13	225
7625266	Q4566864	365	327	1228
14963335	Q2286154	187	159	459
44402280	Q18631010	7	1	110
