page_id	wikidata_id	num_inlinks	num_proj_inlinks	num_views
473006	Q313216	184	95	5784
9618444	Q1609512	25	13	2318
4968758	Q2916186	46	31	896
89444	Q487330	884	20	42775
11307076	Q7150747	80	0	224
11275553	Q5644035	18	12	229
1823869	Q1290338	521	238	25182
2443170	Q75043	152	76	1240
4477688	Q2918095	667	243	10078
9399522	Q1695850	73	26	1687
702413	Q1093644	288	79	2574
2497820	Q3185089	5	3	102
6820459	Q6399222	19	6	611
22692015	Q4829434	37	22	261
7807966	Q7412581	7	3	123
8125699	Q2334097	14	8	316
9120876	Q6172793	8	3	274
1203091	Q2909593	145	122	532
1414158	Q1610507	40	24	355
10796065	Q4765252	114	102	248
37273064	Q7418236	41	15	353
9047919	Q16205089	2	1	129
30963276	Q2375542	1	0	59
28670217	Q882685	121	69	11489
11541238	Q4668754	4	2	115
12502767	Q1205614	12	0	164
20928204	Q7421712	8	0	549
172824	Q212944	556	75	11262
15441756	Q5154240	1	1	48
6052290	Q794922	70	62	619
37911322	Q18639275	6	3	278
329971	Q508752	319	2	6837
1349289	Q1349033	334	158	5393
11778695	Q6863341	8	7	243
4624933	Q17002546	12	5	557
59459	Q2117603	1135	711	5701
13945220	Q7141547	3	1	89
10773237	Q175926	97	14	4864
21193199	Q4663662	1	0	106
23386495	Q5523667	12	6	388
4768	Q848599	879	569	24733
34068800	Q6498935	14	8	1137
38577	Q168225	1451	458	19790
20715310	Q5072564	9	7	129
3780716	Q2907667	169	123	314
27440962	Q7994884	9	5	493
29154635	Q2920273	2	0	92
9362698	Q6490824	9	2	1088
25107396		0	0	10
5547215	Q2136320	72	54	281
1023085	Q3184666	360	210	931
1034793	Q319902	403	208	3059
14484375	Q2904179	106	61	1854
19760876	Q7530693	2	2	146
31437602	Q6354017	4	2	112
18520180	Q4897525	2	2	80
45528523	Q20050751	32	20	297
3669420	Q1391548	63	5	435
26823832	Q3409477	163	156	231
9118641	Q12404314	3	2	353
210193	Q7186003	9	1	610
6113386	Q1507676	71	12	1162
12221467	Q2777837	91	30	420
8609346	Q2917980	70	17	1163
36689878	Q23806548	0	0	348
2772964	Q4874823	16	3	375
12416006	Q7729584	5	0	84
2635378	Q619484	19	3	562
18496130	Q4897538	8	1	264
15231977	Q6405720	10	3	286
1691441	Q5207153	132	109	548
1671363	Q748801	246	151	5735
19139941	Q5243804	7	7	170
20596579	Q8017768	8	2	322
3058925	Q12408871	46	26	339
886421	Q469761	88	2	2051
