page_id	n_clicks	n_from_art	n_act_links	n_from_proj	n_proj_act
8798086	1710	267	9	191	6
226125	18728	4247	75	3007	38
8587972	7570	615	19	125	4
399463	9661	2202	40	1348	21
5695887	3964	1516	19	1403	16
16903	46643	18687	280	12656	141
182248	14257	4664	66	890	14
58079	12139	6808	63	6463	49
74134	8490	3946	43	3182	37
11276053	53	0	0	0	0
1437746	2883	1356	24	450	8
11388956	1949	621	25	210	11
11528384	1388	643	12	401	5
55066	133995	20209	142	12138	51
3500536	381	123	2	0	0
523932	2970	1351	26	529	16
429581	10589	892	21	568	12
392210	2236	650	22	463	13
951393	13433	1933	47	725	19
1825167	4089	707	9	589	6
6061227	3329	170	6	170	6
1727572	3966	870	17	332	11
4407188	6603	716	7	441	5
4518821	5457	944	25	408	7
30091	2398	587	16	496	11
47840375	27166	4776	50	2886	17
6519161	1504	433	9	384	8
11919358	3966	262	10	178	7
5092793	530	273	8	134	6
4674694	201	48	2	33	1
5591107	88	50	3	50	3
3346479	2162	426	12	109	3
1947455	3142	1165	16	510	10
1627292	7837	1375	18	487	11
193830	1707	397	8	308	5
9343775	1026	383	8	369	7
671621	2891	1099	24	857	19
163088	0	0	0	0	0
29426	74732	20155	152	2353	20
13406	4511	446	4	353	1
10698931	1606	199	10	144	7
236110	3646	888	16	703	10
232876	2997	1173	31	751	20
12837694	6111	0	0	0	0
268991	40663	3503	37	2400	12
13009001	0	0	0	0	0
4961906	603	200	6	172	5
1152459	2819	1001	20	120	4
1226395	1579	235	8	180	6
577930	23596	2212	13	1927	6
47862385	3940	1088	21	449	11
2400002	5991	374	8	89	3
8872344	996	161	3	35	1
182222	1826	364	19	260	12
331896	6861	2343	29	1832	25
2773786	343	46	2	24	1
1963462	22409	3706	34	1685	15
13663152	1441	90	4	90	4
843459	6233	857	14	591	8
13681167	0	0	0	0	0
10213206	493	94	4	47	3
4792478	995	57	3	57	3
1898698	5214	2344	29	1787	20
4600725	6535	1131	23	207	9
3204861	3444	825	7	296	6
464523	7427	1136	15	768	6
2614295	2037	811	7	725	5
214345	4067	1448	28	1258	21
7777554	1426	233	8	158	6
14367100	72	0	0	0	0
14363448	619	0	0	0	0
1535378	1235	394	9	308	6
1543389	1842	330	9	146	5
420119	1993	364	9	302	7
420115	1436	436	9	182	7
230919	10707	363	10	188	4
615613	8955	2998	21	1606	5
46654	992	201	5	159	3
161236	3444	359	11	359	11
10687755	2338	256	5	203	2
413197	2898	789	23	758	22
14386399	138	30	2	12	1
248371	417	0	0	0	0
